,date,bike_place,bike
809,2020-03-20,50,690
810,2020-03-21,50,690
811,2020-03-22,50,690
812,2020-03-23,50,690
813,2020-03-24,50,690
814,2020-03-25,50,690
815,2020-03-26,50,690
816,2020-03-27,52,717
817,2020-03-28,54,736
818,2020-03-29,54,736
819,2020-03-30,55,751
820,2020-03-31,55,751
821,2020-04-01,55,751
822,2020-04-02,55,751
823,2020-04-03,55,751
824,2020-04-04,55,751
825,2020-04-05,55,751
826,2020-04-06,55,751
827,2020-04-07,55,751
828,2020-04-08,55,751
829,2020-04-09,55,751
830,2020-04-10,55,751
831,2020-04-11,55,751
832,2020-04-12,55,751
833,2020-04-13,55,751
834,2020-04-14,55,751
835,2020-04-15,55,751
836,2020-04-16,56,761
837,2020-04-17,56,761
838,2020-04-18,56,761
839,2020-04-19,62,846
840,2020-04-20,62,846
841,2020-04-21,63,866
842,2020-04-22,65,885
843,2020-04-23,65,885
844,2020-04-24,65,885
845,2020-04-25,65,885
846,2020-04-26,66,906
847,2020-04-27,66,906
848,2020-04-28,66,906
849,2020-04-29,66,906
850,2020-04-30,66,906
851,2020-05-01,66,906
852,2020-05-02,66,906
853,2020-05-03,66,906
854,2020-05-04,66,906
855,2020-05-05,66,906
856,2020-05-06,66,906
857,2020-05-07,66,906
858,2020-05-08,66,906
859,2020-05-09,66,906
860,2020-05-10,66,906
861,2020-05-11,66,906
862,2020-05-12,66,906
863,2020-05-13,66,906
864,2020-05-14,66,906
865,2020-05-15,66,906
866,2020-05-16,66,906
867,2020-05-17,66,906
868,2020-05-18,66,906
869,2020-05-19,66,906
870,2020-05-20,66,906
871,2020-05-21,66,906
872,2020-05-22,66,906
873,2020-05-23,66,906
874,2020-05-24,66,906
875,2020-05-25,66,906
876,2020-05-26,66,906
877,2020-05-27,66,906
878,2020-05-28,66,906
879,2020-05-29,66,906
880,2020-05-30,66,906
881,2020-05-31,66,906
882,2020-06-01,66,906
883,2020-06-02,66,906
884,2020-06-03,66,906
885,2020-06-04,66,906
886,2020-06-05,66,906
887,2020-06-06,66,906
888,2020-06-07,66,906
889,2020-06-08,66,906
890,2020-06-09,66,906
891,2020-06-10,66,906
892,2020-06-11,66,906
893,2020-06-12,66,906
894,2020-06-13,66,906
895,2020-06-14,66,906
896,2020-06-15,66,906
897,2020-06-16,66,906
898,2020-06-17,66,906
899,2020-06-18,67,915
900,2020-06-19,67,915
901,2020-06-20,67,915
902,2020-06-21,67,915
903,2020-06-22,67,915
904,2020-06-23,67,915
905,2020-06-24,67,915
906,2020-06-25,67,915
907,2020-06-26,67,915
908,2020-06-27,67,915
909,2020-06-28,67,915
910,2020-06-29,67,915
911,2020-06-30,67,915
912,2020-07-01,67,915
913,2020-07-02,67,915
914,2020-07-03,67,915
915,2020-07-04,67,915
916,2020-07-05,67,915
917,2020-07-06,67,915
918,2020-07-07,67,915
919,2020-07-08,67,915
920,2020-07-09,67,915
921,2020-07-10,67,915
922,2020-07-11,67,915
923,2020-07-12,67,915
924,2020-07-13,67,915
925,2020-07-14,67,915
926,2020-07-15,67,915
927,2020-07-16,67,915
928,2020-07-17,67,915
929,2020-07-18,67,915
930,2020-07-19,67,915
931,2020-07-20,67,915
932,2020-07-21,67,915
933,2020-07-22,67,915
934,2020-07-23,67,915
935,2020-07-24,67,915
936,2020-07-25,67,915
937,2020-07-26,67,915
938,2020-07-27,67,915
939,2020-07-28,67,915
940,2020-07-29,67,915
941,2020-07-30,67,915
942,2020-07-31,67,915
943,2020-08-01,67,915
944,2020-08-02,67,915
945,2020-08-03,67,915
946,2020-08-04,67,915
947,2020-08-05,67,915
948,2020-08-06,67,915
949,2020-08-07,67,915
950,2020-08-08,67,915
951,2020-08-09,67,915
952,2020-08-10,67,915
953,2020-08-11,67,915
954,2020-08-12,67,915
955,2020-08-13,67,915
956,2020-08-14,67,915
957,2020-08-15,67,915
958,2020-08-16,67,915
959,2020-08-17,67,915
960,2020-08-18,67,915
961,2020-08-19,67,915
962,2020-08-20,67,915
963,2020-08-21,67,915
964,2020-08-22,67,915
965,2020-08-23,67,915
966,2020-08-24,67,915
967,2020-08-25,67,915
968,2020-08-26,67,915
969,2020-08-27,67,915
970,2020-08-28,67,915
971,2020-08-29,67,915
972,2020-08-30,67,915
973,2020-08-31,67,915
974,2020-09-01,67,915
975,2020-09-02,67,915
976,2020-09-03,67,915
977,2020-09-04,67,915
978,2020-09-05,67,915
979,2020-09-06,67,915
980,2020-09-07,67,915
981,2020-09-08,67,915
982,2020-09-09,67,915
983,2020-09-10,67,915
984,2020-09-11,67,915
985,2020-09-12,67,915
986,2020-09-13,67,915
987,2020-09-14,67,915
988,2020-09-15,67,915
989,2020-09-16,67,915
990,2020-09-17,68,925
991,2020-09-18,77,1012
992,2020-09-19,77,1012
993,2020-09-20,77,1012
994,2020-09-21,81,1057
995,2020-09-22,81,1057
996,2020-09-23,81,1057
997,2020-09-24,81,1057
998,2020-09-25,81,1057
999,2020-09-26,81,1057
1000,2020-09-27,81,1057
1001,2020-09-28,81,1057
1002,2020-09-29,81,1057
1003,2020-09-30,81,1057
1004,2020-10-01,81,1057
1005,2020-10-02,81,1057
1006,2020-10-03,81,1057
1007,2020-10-04,81,1057
1008,2020-10-05,81,1057
1009,2020-10-06,81,1057
1010,2020-10-07,81,1057
1011,2020-10-08,81,1057
1012,2020-10-09,81,1057
1013,2020-10-10,81,1057
1014,2020-10-11,81,1057
1015,2020-10-12,81,1057
1016,2020-10-13,81,1057
1017,2020-10-14,81,1057
1018,2020-10-15,81,1057
1019,2020-10-16,81,1057
1020,2020-10-17,81,1057
1021,2020-10-18,81,1057
1022,2020-10-19,81,1057
1023,2020-10-20,81,1057
1024,2020-10-21,81,1057
1025,2020-10-22,81,1057
1026,2020-10-23,81,1057
1027,2020-10-24,81,1057
1028,2020-10-25,81,1057
1029,2020-10-26,81,1057
1030,2020-10-27,81,1057
1031,2020-10-28,81,1057
1032,2020-10-29,81,1057
1033,2020-10-30,81,1057
1034,2020-10-31,81,1057
1035,2020-11-01,81,1057
1036,2020-11-02,81,1057
1037,2020-11-03,81,1057
1038,2020-11-04,81,1057
1039,2020-11-05,81,1057
1040,2020-11-06,81,1057
1041,2020-11-07,81,1057
1042,2020-11-08,81,1057
1043,2020-11-09,81,1057
1044,2020-11-10,81,1057
1045,2020-11-11,81,1057
1046,2020-11-12,81,1057
1047,2020-11-13,81,1057
1048,2020-11-14,81,1057
1049,2020-11-15,81,1057
1050,2020-11-16,81,1057
1051,2020-11-17,81,1057
1052,2020-11-18,81,1057
1053,2020-11-19,81,1057
1054,2020-11-20,81,1057
1055,2020-11-21,81,1057
1056,2020-11-22,81,1057
1057,2020-11-23,81,1057
1058,2020-11-24,81,1057
1059,2020-11-25,81,1057
