,date,bike_place,bike
999,2020-09-26,72,868
1000,2020-09-27,72,868
1001,2020-09-28,72,868
1002,2020-09-29,72,868
1003,2020-09-30,72,868
1004,2020-10-01,72,868
1005,2020-10-02,72,868
1006,2020-10-03,72,868
1007,2020-10-04,72,868
1008,2020-10-05,72,868
1009,2020-10-06,72,868
1010,2020-10-07,72,868
1011,2020-10-08,72,868
1012,2020-10-09,72,868
1013,2020-10-10,72,868
1014,2020-10-11,72,868
1015,2020-10-12,72,868
1016,2020-10-13,72,868
1017,2020-10-14,72,868
1018,2020-10-15,72,868
1019,2020-10-16,72,868
1020,2020-10-17,72,868
1021,2020-10-18,72,868
1022,2020-10-19,72,868
1023,2020-10-20,72,868
1024,2020-10-21,72,868
1025,2020-10-22,72,868
1026,2020-10-23,72,868
1027,2020-10-24,72,868
1028,2020-10-25,72,868
1029,2020-10-26,72,868
1030,2020-10-27,72,868
1031,2020-10-28,72,868
1032,2020-10-29,72,868
1033,2020-10-30,72,868
1034,2020-10-31,72,868
1035,2020-11-01,72,868
1036,2020-11-02,72,868
1037,2020-11-03,75,899
1038,2020-11-04,75,899
1039,2020-11-05,75,899
1040,2020-11-06,75,899
1041,2020-11-07,75,899
1042,2020-11-08,75,899
1043,2020-11-09,75,899
1044,2020-11-10,75,899
1045,2020-11-11,75,899
1046,2020-11-12,75,899
1047,2020-11-13,75,899
1048,2020-11-14,75,899
1049,2020-11-15,75,899
1050,2020-11-16,75,899
1051,2020-11-17,75,899
1052,2020-11-18,75,899
1053,2020-11-19,75,899
1054,2020-11-20,75,899
1055,2020-11-21,75,899
1056,2020-11-22,75,899
1057,2020-11-23,75,899
1058,2020-11-24,75,899
1059,2020-11-25,75,899
1060,2020-11-26,75,899
1061,2020-11-27,75,899
1062,2020-11-28,75,899
1063,2020-11-29,75,899
1064,2020-11-30,75,899
